0.000000000000000000e+00,3.000000000000000000e+00,1.474402990768286514e-01,-1.221001221001216663e-02,-3.158730158730158166e+00
2.098798751831054688e-03,3.000000000000000000e+00,1.474402990768286514e-01,-1.221001221001216663e-02,1.587301587301226391e-02
4.100322723388671875e-03,4.000000000000000000e+00,1.749065384908821130e-01,-1.221001221001216663e-02,-7.142857142857081953e-01
6.087064743041992188e-03,4.000000000000000000e+00,1.749065384908821130e-01,-1.221001221001216663e-02,-1.587301587301226391e-02
8.083343505859375000e-03,1.000000000000000000e+00,2.765697718776216618e-02,-1.221001221001216663e-02,-2.873015873015873467e+00
1.007676124572753906e-02,1.000000000000000000e+00,2.765697718776216618e-02,-1.221001221001216663e-02,-1.587301587301226391e-02
1.207399368286132812e-02,2.000000000000000000e+00,-6.160830090791158398e-02,-1.221001221001216663e-02,2.460317460317455129e+00
1.406645774841308594e-02,2.000000000000000000e+00,-6.160830090791158398e-02,-1.221001221001216663e-02,1.587301587301226391e-02
1.605963706970214844e-02,3.000000000000000000e+00,1.474402990768286514e-01,-1.221001221001216663e-02,-4.761904761905100258e-02
1.805567741394042969e-02,4.000000000000000000e+00,1.749065384908821130e-01,-1.221001221001216663e-02,-4.761904761905100258e-02
2.004933357238769531e-02,1.000000000000000000e+00,2.765697718776216618e-02,-1.221001221001216663e-02,-1.587301587301226391e-02
2.204442024230957031e-02,2.000000000000000000e+00,-6.160830090791158398e-02,-1.221001221001216663e-02,-4.761904761905100258e-02
9.485197067260742188e-02,1.000000000000000000e+00,2.956435492484921213e-02,-1.221001221001216663e-02,-4.761904761905100258e-02
9.784030914306640625e-02,1.000000000000000000e+00,3.299763485160589482e-02,3.052503052503041658e-01,1.373015873015873467e+01
1.018300056457519531e-01,1.000000000000000000e+00,4.367895017929335211e-02,1.111111111111114269e+00,1.312698412698412653e+01
1.057829856872558594e-01,1.000000000000000000e+00,5.130846112764153588e-02,1.355311355311357602e+00,1.347619047619048160e+01
1.097631454467773438e-01,1.000000000000000000e+00,5.054551003280671750e-02,8.180708180708151644e-01,1.217460317460317754e+01
1.137163639068603516e-01,1.000000000000000000e+00,5.168993667505894507e-02,6.471306471306448316e-01,1.277777777777777146e+01
1.177036762237548828e-01,1.000000000000000000e+00,5.397878995956340020e-02,6.227106227106204983e-01,1.300000000000000000e+01
1.216926574707031250e-01,1.000000000000000000e+00,5.741206988632008290e-02,7.203907203907178314e-01,1.271428571428570820e+01
1.256828308105468750e-01,1.000000000000000000e+00,6.046387426565935641e-02,6.959706959706934981e-01,1.249206349206349387e+01
1.296703815460205078e-01,1.000000000000000000e+00,6.237125200274640235e-02,6.471306471306448316e-01,1.195238095238094900e+01
1.336567401885986328e-01,1.000000000000000000e+00,6.542305638208567586e-02,6.715506715506691648e-01,1.198412698412698774e+01
1.376523971557617188e-01,1.000000000000000000e+00,6.771190966659013100e-02,6.227106227106204983e-01,1.217460317460317754e+01
1.416378021240234375e-01,1.000000000000000000e+00,6.771190966659013100e-02,4.029304029304014989e-01,1.217460317460317754e+01
1.456348896026611328e-01,1.000000000000000000e+00,6.809338521400754018e-02,3.052503052503041658e-01,1.246031746031745513e+01
1.496202945709228516e-01,1.000000000000000000e+00,6.885633630884235856e-02,2.564102564102554993e-01,1.261904761904762040e+01
1.536111831665039062e-01,1.000000000000000000e+00,6.961928740367717694e-02,2.319902319902311660e-01,1.271428571428570820e+01
1.576056480407714844e-01,1.000000000000000000e+00,7.000076295109458613e-02,2.075702075702068328e-01,1.293650793650793673e+01
1.615884304046630859e-01,1.000000000000000000e+00,7.076371404592940451e-02,1.587301587301581662e-01,1.284126984126983473e+01
1.655819416046142578e-01,1.000000000000000000e+00,7.190814068818163207e-02,2.075702075702068328e-01,1.284126984126983473e+01
1.695663928985595703e-01,1.000000000000000000e+00,7.228961623559904126e-02,1.831501831501824995e-01,1.280952380952381020e+01
1.735625267028808594e-01,1.000000000000000000e+00,7.305256733043385964e-02,1.831501831501824995e-01,1.287301587301587347e+01
1.775467395782470703e-01,1.000000000000000000e+00,7.381551842526867802e-02,1.831501831501824995e-01,1.287301587301587347e+01
1.815361976623535156e-01,1.000000000000000000e+00,7.495994506752090558e-02,2.075702075702068328e-01,1.287301587301587347e+01
1.855242252349853516e-01,1.000000000000000000e+00,7.572289616235572396e-02,2.075702075702068328e-01,1.277777777777777146e+01
1.895172595977783203e-01,1.000000000000000000e+00,7.724879835202536071e-02,2.319902319902311660e-01,1.265079365079364493e+01
