0.000000000000000000e+00,1.000000000000000000e+00,-1.066224155031658682e-01,-1.221001221001216663e-02,4.603174603174551294e-01
2.096414566040039062e-03,1.000000000000000000e+00,-1.070038910505832774e-01,-1.221001221001216663e-02,1.746031746031775356e-01
4.090547561645507812e-03,2.000000000000000000e+00,-2.269779507133584673e-02,-1.221001221001216663e-02,4.761904761905100258e-02
6.084442138671875000e-03,2.000000000000000000e+00,-2.269779507133584673e-02,-1.221001221001216663e-02,1.587301587301226391e-02
8.080244064331054688e-03,1.000000000000000000e+00,-1.070038910505832774e-01,-1.221001221001216663e-02,4.920634920634938680e-01
1.007819175720214844e-02,2.000000000000000000e+00,-2.269779507133584673e-02,-1.221001221001216663e-02,4.761904761905100258e-02
1.206946372985839844e-02,1.000000000000000000e+00,-1.066224155031658682e-01,-1.221001221001216663e-02,4.603174603174551294e-01
1.406741142272949219e-02,2.000000000000000000e+00,-2.269779507133584673e-02,-1.221001221001216663e-02,4.761904761905100258e-02
1.609063148498535156e-02,1.000000000000000000e+00,-1.070038910505832774e-01,-1.221001221001216663e-02,4.920634920634938680e-01
1.722216606140136719e-02,2.000000000000000000e+00,-2.269779507133584673e-02,-1.221001221001216663e-02,4.761904761905100258e-02
1.302202939987182617e+00,1.000000000000000000e+00,-1.070038910505832774e-01,-1.221001221001216663e-02,4.603174603174551294e-01
1.306195974349975586e+00,1.000000000000000000e+00,-1.062409399557484591e-01,3.663003663003649990e-02,1.888888888888885731e+00
1.310458421707153320e+00,1.000000000000000000e+00,-1.047150377660788223e-01,1.587301587301581662e-01,1.920634920634924470e+00
1.314447641372680664e+00,1.000000000000000000e+00,-1.024261844815743672e-01,2.808302808302798326e-01,1.698412698412695931e+00
1.318406581878662109e+00,1.000000000000000000e+00,-9.975585564965250285e-02,4.029304029304014989e-01,1.634920634920632665e+00
1.322399854660034180e+00,1.000000000000000000e+00,-9.746700236514804772e-02,4.761904761904744987e-01,1.571428571428569398e+00
1.326642513275146484e+00,1.000000000000000000e+00,-9.517814908064359258e-02,4.761904761904744987e-01,1.571428571428569398e+00
1.330632209777832031e+00,1.000000000000000000e+00,-9.403372243839136502e-02,4.029304029304014989e-01,1.603174603174608137e+00
1.334593534469604492e+00,1.000000000000000000e+00,-9.365224689097395583e-02,3.052503052503041658e-01,1.666666666666671404e+00
1.338582277297973633e+00,1.000000000000000000e+00,-9.403372243839136502e-02,1.587301587301581662e-01,1.666666666666671404e+00
